Time,Flow_rate,Temp_input,Temp_output,Delta_temp,Amb_temp,Power_output,GHI,DNI,pred_GHI,pred_DNI,pred_Amb_temp
05-05-2017 15:30,8.32,99.03916666666667,101.92583333333333,2.886666666666661,19.433333333333334,100.6410220299998,142.0,213.5,142.0,213.5,19.433333333333334
05-05-2017 16:00,8.314333333333332,98.40466666666669,99.70183333333334,1.2971666666666692,19.3,45.19293496666676,87.0,219.0,87.0,219.0,19.3
05-05-2017 16:30,8.313666666666666,96.89383333333332,97.34666666666665,0.45283333333332837,19.38333333333333,16.547872869999832,43.5,109.5,43.5,109.5,19.38333333333333
05-05-2017 17:00,8.302833333333334,94.927,94.95,0.022999999999996135,18.933333333333334,0.8001440483331989,0.0,0.0,0.0,0.0,18.933333333333334
05-05-2017 17:30,8.289000000000001,94.927,94.95,0.022999999999996135,18.466666666666665,0.7988109299998659,0.0,0.0,0.0,0.0,18.466666666666665
05-05-2017 18:00,8.281,94.927,94.95,0.022999999999996135,17.916666666666668,0.7980399699998659,0.0,0.0,0.0,0.0,17.916666666666668
05-05-2017 18:30,7.908166666666666,94.927,94.95,0.022999999999996135,17.349999999999998,0.7656917733332048,0.0,0.0,0.0,0.0,17.349999999999998
05-05-2017 19:00,2.441,47.4635,47.475,0.011499999999998067,16.433333333333334,0.253854641666624,0.0,0.0,0.0,0.0,16.433333333333334
05-05-2017 19:30,0.0,0.0,0.0,0.0,15.866666666666667,0.0,0.0,0.0,0.0,0.0,15.866666666666667
05-05-2017 20:00,0.0,0.0,0.0,0.0,15.450000000000001,0.0,0.0,0.0,0.0,0.0,15.450000000000001
05-05-2017 20:30,0.0,0.0,0.0,0.0,15.116666666666667,0.0,0.0,0.0,0.0,0.0,15.116666666666667
05-05-2017 21:00,0.0,0.0,0.0,0.0,14.683333333333335,0.0,0.0,0.0,0.0,0.0,14.683333333333335
05-05-2017 21:30,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,14.6
05-05-2017 22:00,0.0,0.0,0.0,0.0,14.233333333333333,0.0,0.0,0.0,0.0,0.0,14.233333333333333
05-05-2017 22:30,0.0,0.0,0.0,0.0,13.833333333333334,0.0,0.0,0.0,0.0,0.0,13.833333333333334
05-05-2017 23:00,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,13.5
05-05-2017 23:30,0.0,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,13.333333333333334
06-05-2017 00:00,0.0,0.0,0.0,0.0,13.600000000000001,0.0,0.0,0.0,0.0,0.0,13.600000000000001
06-05-2017 00:30,0.0,0.0,0.0,0.0,13.016666666666666,0.0,0.0,0.0,0.0,0.0,13.016666666666666
06-05-2017 01:00,0.0,0.0,0.0,0.0,13.083333333333334,0.0,0.0,0.0,0.0,0.0,13.083333333333334
06-05-2017 01:30,0.0,0.0,0.0,0.0,12.749999999999998,0.0,0.0,0.0,0.0,0.0,12.749999999999998
06-05-2017 02:00,0.0,0.0,0.0,0.0,12.433333333333332,0.0,0.0,0.0,0.0,0.0,12.433333333333332
06-05-2017 02:30,0.0,0.0,0.0,0.0,12.033333333333331,0.0,0.0,0.0,0.0,0.0,12.033333333333331
06-05-2017 03:00,0.0,0.0,0.0,0.0,11.583333333333336,0.0,0.0,0.0,0.0,0.0,11.583333333333336
06-05-2017 03:30,0.0,0.0,0.0,0.0,11.333333333333336,0.0,0.0,0.0,0.0,0.0,11.333333333333336
06-05-2017 04:00,0.0,0.0,0.0,0.0,11.333333333333334,0.0,0.0,0.0,0.0,0.0,11.333333333333334
